tenor,side,quantity,price,cost,date,t
0,SELL,0.0008233135203130626,55.96805825369137,0.0016466270406261252,2020-08-06,156
1,SELL,0.0008233135203130626,56.76398590483378,0.0016466270406261252,2020-08-06,156
2,SELL,0.0008233135203130626,56.167978863244215,0.0016466270406261252,2020-08-06,156
3,SELL,0.0008233135203130626,57.86608902942693,0.0016466270406261252,2020-08-06,156
4,SELL,0.0008233135203130626,60.387263417920806,0.0016466270406261252,2020-08-06,156
5,SELL,0.0008233135203130626,60.37164165122276,0.0016466270406261252,2020-08-06,156
6,SELL,0.0008233135203130626,63.687499351072674,0.0016466270406261252,2020-08-06,156
7,SELL,0.0008233135203130626,64.98643439792194,0.0016466270406261252,2020-08-06,156
0,BUY,0.0008196288489604742,55.11833990925385,0.0016392576979209483,2020-08-07,157
1,BUY,0.0008196288489604742,56.65595548688584,0.0016392576979209483,2020-08-07,157
2,BUY,0.0008196288489604742,56.2487804193233,0.0016392576979209483,2020-08-07,157
3,BUY,0.0008196288489604742,58.60019201425495,0.0016392576979209483,2020-08-07,157
4,BUY,0.0008196288489604742,59.01966835940681,0.0016392576979209483,2020-08-07,157
5,BUY,0.0008196288489604742,62.84163832022992,0.0016392576979209483,2020-08-07,157
6,BUY,0.0008196288489604742,64.41665218438526,0.0016392576979209483,2020-08-07,157
7,BUY,0.0008196288489604742,63.536559030922845,0.0016392576979209483,2020-08-07,157
0,SELL,0.003658725060663559,53.24289584171626,0.007317450121327118,2020-08-10,158
1,SELL,0.003658725060663559,54.77998868323972,0.007317450121327118,2020-08-10,158
2,SELL,0.003658725060663559,54.73809581719623,0.007317450121327118,2020-08-10,158
3,SELL,0.003658725060663559,56.43190726622588,0.007317450121327118,2020-08-10,158
4,SELL,0.003658725060663559,59.14888587053149,0.007317450121327118,2020-08-10,158
5,SELL,0.003658725060663559,59.713690612658766,0.007317450121327118,2020-08-10,158
6,SELL,0.003658725060663559,61.6342506034136,0.007317450121327118,2020-08-10,158
7,SELL,0.003658725060663559,61.76728550225417,0.007317450121327118,2020-08-10,158
0,SELL,0.0005689984518243429,51.3554755522046,0.0011379969036486859,2020-08-11,159
1,SELL,0.0005689984518243429,53.40137797553148,0.0011379969036486859,2020-08-11,159
2,SELL,0.0005689984518243429,54.69802258709416,0.0011379969036486859,2020-08-11,159
3,SELL,0.0005689984518243429,56.12708545296709,0.0011379969036486859,2020-08-11,159
4,SELL,0.0005689984518243429,59.03935978593993,0.0011379969036486859,2020-08-11,159
5,SELL,0.0005689984518243429,58.50274742340835,0.0011379969036486859,2020-08-11,159
6,SELL,0.0005689984518243429,59.84594626189515,0.0011379969036486859,2020-08-11,159
7,SELL,0.0005689984518243429,62.26426178965479,0.0011379969036486859,2020-08-11,159
0,BUY,0.0017901637325162811,51.90044610569216,0.0035803274650325623,2020-08-12,160
1,BUY,0.0017901637325162811,53.385194009520106,0.0035803274650325623,2020-08-12,160
2,BUY,0.0017901637325162811,53.36666905006999,0.0035803274650325623,2020-08-12,160
3,BUY,0.0017901637325162811,56.97477459395167,0.0035803274650325623,2020-08-12,160
4,BUY,0.0017901637325162811,59.21177859770627,0.0035803274650325623,2020-08-12,160
5,BUY,0.0017901637325162811,58.85337025910811,0.0035803274650325623,2020-08-12,160
6,BUY,0.0017901637325162811,62.08767968502851,0.0035803274650325623,2020-08-12,160
7,BUY,0.0017901637325162811,60.840644893800444,0.0035803274650325623,2020-08-12,160
0,SELL,0.000711515397118001,52.27204048107964,0.001423030794236002,2020-08-13,161
1,SELL,0.000711515397118001,53.32852171037702,0.001423030794236002,2020-08-13,161
2,SELL,0.000711515397118001,54.17995657663501,0.001423030794236002,2020-08-13,161
3,SELL,0.000711515397118001,55.91250443084258,0.001423030794236002,2020-08-13,161
4,SELL,0.000711515397118001,55.32111621730185,0.001423030794236002,2020-08-13,161
5,SELL,0.000711515397118001,58.355439237991234,0.001423030794236002,2020-08-13,161
6,SELL,0.000711515397118001,60.1741432232892,0.001423030794236002,2020-08-13,161
7,SELL,0.000711515397118001,61.05668955818797,0.001423030794236002,2020-08-13,161
0,BUY,0.0037407122579301566,52.2260881680461,0.007481424515860313,2020-08-14,162
1,BUY,0.0037407122579301566,53.0170299636432,0.007481424515860313,2020-08-14,162
2,BUY,0.0037407122579301566,53.74283649108217,0.007481424515860313,2020-08-14,162
3,BUY,0.0037407122579301566,55.90568664521405,0.007481424515860313,2020-08-14,162
4,BUY,0.0037407122579301566,57.87294873600956,0.007481424515860313,2020-08-14,162
5,BUY,0.0037407122579301566,60.84149154541441,0.007481424515860313,2020-08-14,162
6,BUY,0.0037407122579301566,61.13047986211072,0.007481424515860313,2020-08-14,162
7,BUY,0.0037407122579301566,62.67585362110268,0.007481424515860313,2020-08-14,162
0,SELL,0.7051178374815487,53.58140874943699,1.4102356749630973,2020-08-17,163
1,SELL,0.7051178374815487,54.9795580749848,1.4102356749630973,2020-08-17,163
2,BUY,0.19488216251845125,55.90514485117401,0.3897643250369025,2020-08-17,163
3,BUY,0.19488216251845125,55.51187231883858,0.3897643250369025,2020-08-17,163
4,BUY,0.19488216251845125,60.03242354874571,0.3897643250369025,2020-08-17,163
5,BUY,0.19488216251845125,61.70124085804635,0.3897643250369025,2020-08-17,163
6,BUY,0.19488216251845125,61.03943707091088,0.3897643250369025,2020-08-17,163
7,BUY,0.19488216251845125,62.31889299584548,0.3897643250369025,2020-08-17,163
1,BUY,0.8017172452984159,51.38139401164822,1.6034344905968319,2020-08-19,165
2,SELL,0.09828275470158399,53.82315639014404,0.19656550940316797,2020-08-19,165
3,SELL,0.09828275470158399,55.90517793444433,0.19656550940316797,2020-08-19,165
4,SELL,0.09828275470158399,57.525174757875,0.19656550940316797,2020-08-19,165
5,SELL,0.09828275470158399,59.56167933167216,0.19656550940316797,2020-08-19,165
6,SELL,0.09828275470158399,61.96085952284888,0.19656550940316797,2020-08-19,165
7,SELL,0.09828275470158399,63.87079434203397,0.19656550940316797,2020-08-19,165
1,SELL,0.004715906959299909,52.882938165020505,0.009431813918599818,2020-08-20,166
2,SELL,0.004715906959299909,52.81399832016266,0.009431813918599818,2020-08-20,166
3,SELL,0.004715906959299909,55.72062277426964,0.009431813918599818,2020-08-20,166
4,SELL,0.004715906959299909,60.24025491121285,0.009431813918599818,2020-08-20,166
5,SELL,0.004715906959299909,59.88272836823899,0.009431813918599818,2020-08-20,166
6,SELL,0.004715906959299909,63.84406810136619,0.009431813918599818,2020-08-20,166
7,SELL,0.004715906959299909,64.50500733230294,0.009431813918599818,2020-08-20,166
1,SELL,0.002727810448161838,52.91941001168395,0.005455620896323676,2020-08-21,167
2,SELL,0.002727810448161838,53.67763991363815,0.005455620896323676,2020-08-21,167
3,SELL,0.002727810448161838,54.82159816467879,0.005455620896323676,2020-08-21,167
4,SELL,0.002727810448161838,57.77432996604527,0.005455620896323676,2020-08-21,167
5,SELL,0.002727810448161838,60.17988477546191,0.005455620896323676,2020-08-21,167
6,SELL,0.002727810448161838,60.41620288807991,0.005455620896323676,2020-08-21,167
7,SELL,0.002727810448161838,63.01822284380639,0.005455620896323676,2020-08-21,167
1,SELL,0.004926554198899424,51.17455470089073,0.009853108397798849,2020-08-24,168
2,SELL,0.004926554198899424,52.42246775551418,0.009853108397798849,2020-08-24,168
3,SELL,0.004926554198899424,54.45657257585047,0.009853108397798849,2020-08-24,168
4,SELL,0.004926554198899424,56.350522205201536,0.009853108397798849,2020-08-24,168
5,SELL,0.004926554198899424,57.28451407475265,0.009853108397798849,2020-08-24,168
6,SELL,0.004926554198899424,59.499989730296775,0.009853108397798849,2020-08-24,168
7,SELL,0.004926554198899424,63.71468350248929,0.009853108397798849,2020-08-24,168
1,SELL,0.01134255551877894,52.82000639907844,0.02268511103755788,2020-08-25,169
2,SELL,0.01134255551877894,53.375876438043925,0.02268511103755788,2020-08-25,169
3,SELL,0.01134255551877894,56.78060938367968,0.02268511103755788,2020-08-25,169
4,SELL,0.01134255551877894,58.69298414480241,0.02268511103755788,2020-08-25,169
5,SELL,0.01134255551877894,59.7209501196318,0.02268511103755788,2020-08-25,169
6,SELL,0.01134255551877894,61.19886087272718,0.02268511103755788,2020-08-25,169
7,SELL,0.01134255551877894,62.0125352755236,0.02268511103755788,2020-08-25,169
1,SELL,0.7780044181732758,53.53814321038495,1.5560088363465516,2020-08-26,170
2,BUY,0.1219955818267241,52.89444926579249,0.2439911636534482,2020-08-26,170
3,BUY,0.1219955818267241,56.07021226357509,0.2439911636534482,2020-08-26,170
4,BUY,0.1219955818267241,58.13254000106237,0.2439911636534482,2020-08-26,170
5,BUY,0.1219955818267241,58.10592342823263,0.2439911636534482,2020-08-26,170
6,BUY,0.1219955818267241,61.60993883217027,0.2439911636534482,2020-08-26,170
7,BUY,0.1219955818267241,62.87410068625863,0.2439911636534482,2020-08-26,170
2,SELL,0.8999999999999999,55.69792231200558,1.7999999999999998,2020-09-01,174
2,BUY,0.8999999999999999,53.528538515746575,1.7999999999999998,2020-09-15,184
0,BUY,0.8251535205126671,49.928325834030666,1.6503070410253342,2020-09-18,187
1,BUY,0.8251535205126671,51.27297226444021,1.6503070410253342,2020-09-18,187
2,SELL,0.0748464794873328,52.20699568663059,0.1496929589746656,2020-09-18,187
3,SELL,0.0748464794873328,56.33063018991693,0.1496929589746656,2020-09-18,187
4,SELL,0.0748464794873328,54.48345465322495,0.1496929589746656,2020-09-18,187
5,SELL,0.0748464794873328,57.79021699853991,0.1496929589746656,2020-09-18,187
6,SELL,0.0748464794873328,61.74275227192921,0.1496929589746656,2020-09-18,187
7,SELL,0.0748464794873328,61.496096552749066,0.1496929589746656,2020-09-18,187
0,SELL,0.02265411833148767,48.54249072386365,0.04530823666297534,2020-09-21,188
1,SELL,0.02265411833148767,49.3877733009395,0.04530823666297534,2020-09-21,188
2,SELL,0.02265411833148767,50.01193310951472,0.04530823666297534,2020-09-21,188
3,SELL,0.02265411833148767,51.5093920262858,0.04530823666297534,2020-09-21,188
4,SELL,0.02265411833148767,55.05540429306998,0.04530823666297534,2020-09-21,188
5,SELL,0.02265411833148767,55.7212777644133,0.04530823666297534,2020-09-21,188
6,SELL,0.02265411833148767,57.670024046471845,0.04530823666297534,2020-09-21,188
7,SELL,0.02265411833148767,59.39257748876415,0.04530823666297534,2020-09-21,188
0,BUY,0.0011984346598186146,48.02041043129818,0.0023968693196372293,2020-09-22,189
1,BUY,0.0011984346598186146,49.66634488856502,0.0023968693196372293,2020-09-22,189
2,BUY,0.0011984346598186146,49.62278780671453,0.0023968693196372293,2020-09-22,189
3,BUY,0.0011984346598186146,51.93201679243299,0.0023968693196372293,2020-09-22,189
4,BUY,0.0011984346598186146,53.40164373254513,0.0023968693196372293,2020-09-22,189
5,BUY,0.0011984346598186146,56.22124143651678,0.0023968693196372293,2020-09-22,189
6,BUY,0.0011984346598186146,59.874584040183485,0.0023968693196372293,2020-09-22,189
7,BUY,0.0011984346598186146,59.29188865351471,0.0023968693196372293,2020-09-22,189
0,SELL,0.0271229675901008,43.869723433187445,0.0542459351802016,2020-09-23,190
1,SELL,0.0271229675901008,46.625500463450265,0.0542459351802016,2020-09-23,190
2,SELL,0.0271229675901008,48.009793964598295,0.0542459351802016,2020-09-23,190
3,SELL,0.0271229675901008,49.43080490381142,0.0542459351802016,2020-09-23,190
4,SELL,0.0271229675901008,52.74471770985322,0.0542459351802016,2020-09-23,190
5,SELL,0.0271229675901008,54.65484617149727,0.0542459351802016,2020-09-23,190
6,SELL,0.0271229675901008,56.55690361710433,0.0542459351802016,2020-09-23,190
7,SELL,0.0271229675901008,57.324009946155904,0.0542459351802016,2020-09-23,190
0,BUY,0.08076011911900405,46.58514825982913,0.1615202382380081,2020-09-24,191
1,BUY,0.08076011911900405,47.1217926930608,0.1615202382380081,2020-09-24,191
2,BUY,0.08076011911900405,47.63853804549618,0.1615202382380081,2020-09-24,191
3,BUY,0.08076011911900405,49.88280332440584,0.1615202382380081,2020-09-24,191
4,BUY,0.08076011911900405,54.14921614218843,0.1615202382380081,2020-09-24,191
5,BUY,0.08076011911900405,55.28294918164712,0.1615202382380081,2020-09-24,191
6,BUY,0.08076011911900405,57.06547872199573,0.1615202382380081,2020-09-24,191
7,BUY,0.08076011911900405,58.005300978375445,0.1615202382380081,2020-09-24,191
0,SELL,0.8573349883699013,48.441205077485726,1.7146699767398026,2020-09-25,192
1,BUY,0.042665011630098615,49.19513158698818,0.08533002326019723,2020-09-25,192
2,BUY,0.042665011630098615,50.48047339781919,0.08533002326019723,2020-09-25,192
3,BUY,0.042665011630098615,51.67093708655327,0.08533002326019723,2020-09-25,192
4,BUY,0.042665011630098615,54.24565721158056,0.08533002326019723,2020-09-25,192
5,BUY,0.042665011630098615,55.87233658330915,0.08533002326019723,2020-09-25,192
6,BUY,0.042665011630098615,58.69650636316853,0.08533002326019723,2020-09-25,192
7,BUY,0.042665011630098615,59.4421963076577,0.08533002326019723,2020-09-25,192
1,SELL,0.8999999999999999,51.36788005018059,1.7999999999999998,2020-09-28,193
2,SELL,0.8999999999999999,52.14917028173416,1.7999999999999998,2020-09-28,193
2,BUY,0.8999999999999999,49.18841371210889,1.7999999999999998,2020-09-30,195
2,SELL,0.8999999999999999,51.61461496184924,1.7999999999999998,2020-10-01,196
3,SELL,0.8999999999999999,57.817490216556415,1.7999999999999998,2020-10-09,202
3,BUY,0.8999999999999999,56.73264451418553,1.7999999999999998,2020-10-15,206
1,BUY,0.8999999999999999,52.826491590023245,1.7999999999999998,2020-10-20,209
0,BUY,0.7621667167135211,51.1076671336976,1.5243334334270422,2020-10-21,210
1,SELL,0.1378332832864788,52.11561534568839,0.2756665665729576,2020-10-21,210
2,BUY,0.7621667167135211,53.94955011849063,1.5243334334270422,2020-10-21,210
3,SELL,0.1378332832864788,55.545532634792494,0.2756665665729576,2020-10-21,210
4,SELL,0.1378332832864788,57.78566130751475,0.2756665665729576,2020-10-21,210
5,SELL,0.1378332832864788,60.766906406354416,0.2756665665729576,2020-10-21,210
6,SELL,0.1378332832864788,62.51639978325226,0.2756665665729576,2020-10-21,210
7,SELL,0.1378332832864788,64.0866569329013,0.2756665665729576,2020-10-21,210
0,SELL,0.019792279603340956,48.304391369029865,0.03958455920668191,2020-10-22,211
1,SELL,0.019792279603340956,50.21746806843353,0.03958455920668191,2020-10-22,211
2,SELL,0.019792279603340956,51.02316980282252,0.03958455920668191,2020-10-22,211
3,SELL,0.019792279603340956,54.06517964749141,0.03958455920668191,2020-10-22,211
4,SELL,0.019792279603340956,56.786664760312085,0.03958455920668191,2020-10-22,211
5,SELL,0.019792279603340956,57.6757724923661,0.03958455920668191,2020-10-22,211
6,SELL,0.019792279603340956,62.233349194084,0.03958455920668191,2020-10-22,211
7,SELL,0.019792279603340956,62.1134043280181,0.03958455920668191,2020-10-22,211
0,BUY,0.0012008088342728707,48.95914894890672,0.0024016176685457413,2020-10-23,212
1,BUY,0.0012008088342728707,50.83996351847441,0.0024016176685457413,2020-10-23,212
2,BUY,0.0012008088342728707,51.90921976105294,0.0024016176685457413,2020-10-23,212
3,BUY,0.0012008088342728707,53.47906524242812,0.0024016176685457413,2020-10-23,212
4,BUY,0.0012008088342728707,57.10698384366602,0.0024016176685457413,2020-10-23,212
5,BUY,0.0012008088342728707,59.28159001433357,0.0024016176685457413,2020-10-23,212
6,BUY,0.0012008088342728707,61.980433875297145,0.0024016176685457413,2020-10-23,212
7,BUY,0.0012008088342728707,61.35506370841848,0.0024016176685457413,2020-10-23,212
0,BUY,0.003951768768986841,47.266298081167726,0.007903537537973682,2020-10-26,213
1,BUY,0.003951768768986841,49.63025282299729,0.007903537537973682,2020-10-26,213
2,BUY,0.003951768768986841,50.034759527419816,0.007903537537973682,2020-10-26,213
3,BUY,0.003951768768986841,53.64504799460645,0.007903537537973682,2020-10-26,213
4,BUY,0.003951768768986841,57.61149543003802,0.007903537537973682,2020-10-26,213
5,BUY,0.003951768768986841,58.25457077127539,0.007903537537973682,2020-10-26,213
6,BUY,0.003951768768986841,60.20112754131116,0.007903537537973682,2020-10-26,213
7,BUY,0.003951768768986841,61.688644186946405,0.007903537537973682,2020-10-26,213
0,SELL,0.005588689444319783,48.76114326182088,0.011177378888639566,2020-10-27,214
1,SELL,0.005588689444319783,49.357305618867805,0.011177378888639566,2020-10-27,214
2,SELL,0.005588689444319783,51.27560502641548,0.011177378888639566,2020-10-27,214
3,SELL,0.005588689444319783,54.964112174688026,0.011177378888639566,2020-10-27,214
4,SELL,0.005588689444319783,58.24716202597218,0.011177378888639566,2020-10-27,214
5,SELL,0.005588689444319783,59.69392836572547,0.011177378888639566,2020-10-27,214
6,SELL,0.005588689444319783,60.96589550283021,0.011177378888639566,2020-10-27,214
7,SELL,0.005588689444319783,65.04106173771558,0.011177378888639566,2020-10-27,214
0,SELL,0.00594504935853446,47.73214442225482,0.01189009871706892,2020-10-28,215
1,SELL,0.00594504935853446,48.67119720013617,0.01189009871706892,2020-10-28,215
2,SELL,0.00594504935853446,50.53840761488374,0.01189009871706892,2020-10-28,215
3,SELL,0.00594504935853446,54.84542761850086,0.01189009871706892,2020-10-28,215
4,SELL,0.00594504935853446,56.41231954712486,0.01189009871706892,2020-10-28,215
5,SELL,0.00594504935853446,58.13011096610897,0.01189009871706892,2020-10-28,215
6,SELL,0.00594504935853446,62.45133538374993,0.01189009871706892,2020-10-28,215
7,SELL,0.00594504935853446,60.67805611469189,0.01189009871706892,2020-10-28,215
0,SELL,0.009764101499328937,49.21555012156732,0.019528202998657873,2020-10-29,216
1,SELL,0.009764101499328937,50.24498645704393,0.019528202998657873,2020-10-29,216
2,SELL,0.009764101499328937,52.48083469150977,0.019528202998657873,2020-10-29,216
3,SELL,0.009764101499328937,55.14586557886589,0.019528202998657873,2020-10-29,216
4,SELL,0.009764101499328937,58.32072935423898,0.019528202998657873,2020-10-29,216
5,SELL,0.009764101499328937,58.88852645387889,0.019528202998657873,2020-10-29,216
6,SELL,0.009764101499328937,60.49491089975308,0.019528202998657873,2020-10-29,216
7,SELL,0.009764101499328937,62.520481541632506,0.019528202998657873,2020-10-29,216
0,SELL,0.7262291744112567,50.11759137426545,1.4524583488225133,2020-10-30,217
1,BUY,0.17377082558874324,50.40695354451843,0.3475416511774865,2020-10-30,217
2,SELL,0.7262291744112567,54.0991083027005,1.4524583488225133,2020-10-30,217
3,BUY,0.17377082558874324,55.648153480829386,0.3475416511774865,2020-10-30,217
4,BUY,0.17377082558874324,57.551519889380174,0.3475416511774865,2020-10-30,217
5,BUY,0.17377082558874324,59.53373675053593,0.3475416511774865,2020-10-30,217
6,BUY,0.17377082558874324,62.03417854632133,0.3475416511774865,2020-10-30,217
7,BUY,0.17377082558874324,62.70466956936417,0.3475416511774865,2020-10-30,217
0,BUY,0.8336917418542722,47.9842130777508,1.6673834837085444,2020-11-02,218
1,SELL,0.06630825814572772,49.99329655710228,0.13261651629145543,2020-11-02,218
3,SELL,0.06630825814572772,53.41086510782774,0.13261651629145543,2020-11-02,218
4,SELL,0.06630825814572772,57.337605805291126,0.13261651629145543,2020-11-02,218
5,SELL,0.06630825814572772,58.21608285719056,0.13261651629145543,2020-11-02,218
6,SELL,0.06630825814572772,61.174350233037565,0.13261651629145543,2020-11-02,218
7,SELL,0.06630825814572772,63.83496346848005,0.13261651629145543,2020-11-02,218
0,SELL,0.11116947970883417,46.85227516285793,0.22233895941766835,2020-11-03,219
1,SELL,0.11116947970883417,48.39585920481662,0.22233895941766835,2020-11-03,219
2,BUY,0.722522262145438,49.93946590772553,1.445044524290876,2020-11-03,219
3,SELL,0.11116947970883417,52.11178596290031,0.22233895941766835,2020-11-03,219
4,SELL,0.11116947970883417,54.94317590613467,0.22233895941766835,2020-11-03,219
5,SELL,0.11116947970883417,56.76904101259287,0.22233895941766835,2020-11-03,219
6,SELL,0.11116947970883417,58.14873166025213,0.22233895941766835,2020-11-03,219
7,SELL,0.11116947970883417,63.705502837212194,0.22233895941766835,2020-11-03,219
0,SELL,0.011283028365367098,48.16843725555701,0.022566056730734196,2020-11-04,220
1,SELL,0.011283028365367098,49.454980561215166,0.022566056730734196,2020-11-04,220
2,SELL,0.011283028365367098,52.06989887897301,0.022566056730734196,2020-11-04,220
3,SELL,0.011283028365367098,54.61601104428205,0.022566056730734196,2020-11-04,220
4,SELL,0.011283028365367098,55.45094310155042,0.022566056730734196,2020-11-04,220
5,SELL,0.011283028365367098,58.375260646213256,0.022566056730734196,2020-11-04,220
6,SELL,0.011283028365367098,61.69384392024708,0.022566056730734196,2020-11-04,220
7,SELL,0.011283028365367098,61.696433554614416,0.022566056730734196,2020-11-04,220
0,SELL,0.7112392337800709,49.81635513197492,1.4224784675601418,2020-11-05,221
1,BUY,0.11053677902898995,48.85909798928858,0.2210735580579799,2020-11-05,221
2,BUY,0.11053677902898995,51.347420586706725,0.2210735580579799,2020-11-05,221
3,BUY,0.11053677902898995,54.6095737184861,0.2210735580579799,2020-11-05,221
4,BUY,0.11053677902898995,56.65096923893843,0.2210735580579799,2020-11-05,221
5,BUY,0.11053677902898995,57.41674849958294,0.2210735580579799,2020-11-05,221
6,BUY,0.11053677902898995,59.60234533763549,0.2210735580579799,2020-11-05,221
7,BUY,0.11053677902898995,62.0728094681795,0.2210735580579799,2020-11-05,221
1,SELL,0.8217760128090609,52.53058252393613,1.6435520256181217,2020-11-06,222
2,SELL,0.8217760128090609,53.84363403508751,1.6435520256181217,2020-11-06,222
3,BUY,0.07822398719093904,55.02742031529848,0.15644797438187807,2020-11-06,222
4,BUY,0.07822398719093904,57.427700649353085,0.15644797438187807,2020-11-06,222
5,BUY,0.07822398719093904,58.21994673923415,0.15644797438187807,2020-11-06,222
6,BUY,0.07822398719093904,60.716637263518656,0.15644797438187807,2020-11-06,222
7,BUY,0.07822398719093904,63.92384339566454,0.15644797438187807,2020-11-06,222
3,SELL,0.8999999999999999,59.18158184120777,1.7999999999999998,2020-11-18,230
4,SELL,0.8999999999999999,61.096768340079,1.7999999999999998,2020-11-18,230
4,BUY,0.8999999999999999,57.24503717549287,1.7999999999999998,2020-11-20,232
3,BUY,0.8999999999999999,57.17620686236891,1.7999999999999998,2020-11-24,234
0,BUY,0.6599661873715664,50.47657694505142,1.3199323747431329,2020-12-02,240
1,BUY,0.6599661873715664,52.1491587855765,1.3199323747431329,2020-12-02,240
2,BUY,0.6599661873715664,53.60750778723347,1.3199323747431329,2020-12-02,240
3,SELL,0.24003381262843348,55.923408128719934,0.48006762525686697,2020-12-02,240
4,SELL,0.24003381262843348,55.84369277240441,0.48006762525686697,2020-12-02,240
5,SELL,0.24003381262843348,59.26710138010087,0.48006762525686697,2020-12-02,240
6,SELL,0.24003381262843348,59.72328194237745,0.48006762525686697,2020-12-02,240
7,SELL,0.24003381262843348,62.22385149645552,0.48006762525686697,2020-12-02,240
0,BUY,0.0010019392683801032,50.81898019196944,0.0020038785367602063,2020-12-03,241
1,BUY,0.0010019392683801032,52.35714774599575,0.0020038785367602063,2020-12-03,241
2,BUY,0.0010019392683801032,53.33793858745273,0.0020038785367602063,2020-12-03,241
3,BUY,0.0010019392683801032,54.262011931008594,0.0020038785367602063,2020-12-03,241
4,BUY,0.0010019392683801032,57.344697263268834,0.0020038785367602063,2020-12-03,241
5,BUY,0.0010019392683801032,59.28203751736597,0.0020038785367602063,2020-12-03,241
6,BUY,0.0010019392683801032,59.73490486080341,0.0020038785367602063,2020-12-03,241
7,BUY,0.0010019392683801032,62.97884021830366,0.0020038785367602063,2020-12-03,241
0,SELL,0.6609681266399465,53.19949251118869,1.321936253279893,2020-12-04,242
1,SELL,0.6609681266399465,54.66330070535693,1.321936253279893,2020-12-04,242
2,BUY,0.23420253056170504,53.57374914765355,0.46840506112341007,2020-12-04,242
3,BUY,0.23420253056170504,58.53083934411974,0.46840506112341007,2020-12-04,242
4,BUY,0.23420253056170504,59.389557068091975,0.46840506112341007,2020-12-04,242
5,BUY,0.23420253056170504,59.019659847468695,0.46840506112341007,2020-12-04,242
6,BUY,0.23420253056170504,58.86330006906384,0.46840506112341007,2020-12-04,242
7,BUY,0.23420253056170504,62.587757264608605,0.46840506112341007,2020-12-04,242
2,SELL,0.8951706572016516,56.31761080899794,1.7903413144033031,2020-12-07,243
3,BUY,0.004829342798348346,56.8909874846248,0.009658685596696692,2020-12-07,243
4,BUY,0.004829342798348346,59.61451615432559,0.009658685596696692,2020-12-07,243
5,BUY,0.004829342798348346,60.33750692131655,0.009658685596696692,2020-12-07,243
6,BUY,0.004829342798348346,62.10497447911574,0.009658685596696692,2020-12-07,243
7,BUY,0.004829342798348346,62.25590431810001,0.009658685596696692,2020-12-07,243
2,BUY,0.8974065826832676,53.17535712552952,1.7948131653665351,2020-12-14,248
3,SELL,0.0025934173167323493,54.56764957546842,0.005186834633464699,2020-12-14,248
4,SELL,0.0025934173167323493,56.89243683310377,0.005186834633464699,2020-12-14,248
5,SELL,0.0025934173167323493,57.63558812893322,0.005186834633464699,2020-12-14,248
6,SELL,0.0025934173167323493,60.0895116879082,0.005186834633464699,2020-12-14,248
7,SELL,0.0025934173167323493,61.82618085890583,0.005186834633464699,2020-12-14,248
2,BUY,0.0025934173167323493,55.24484201008065,0.005186834633464699,2020-12-15,249
3,BUY,0.0025934173167323493,56.76908573588506,0.005186834633464699,2020-12-15,249
4,BUY,0.0025934173167323493,56.988025440335534,0.005186834633464699,2020-12-15,249
5,BUY,0.0025934173167323493,60.62908244658651,0.005186834633464699,2020-12-15,249
