,S
2020-06-10,70.2499582339441
2020-06-11,70.24066746074713
2020-06-12,70.1946328803797
2020-06-15,70.20620724665798
2020-06-16,70.22530842014866
2020-06-17,70.2899833960886
2020-06-18,70.3269577063761
2020-06-19,70.3711448749922
2020-06-22,70.38612033306045
2020-06-23,70.45789513524447
2020-06-24,70.45552382940343
2020-06-25,70.48577375594863
2020-06-26,70.48786068869492
2020-06-29,70.40354255502383
2020-06-30,70.38352811192794
2020-07-01,70.34533643924271
2020-07-02,70.30711143254666
2020-07-03,70.31310512910615
2020-07-06,70.28733044429764
2020-07-07,70.27815873815554
2020-07-08,70.2879088373716
2020-07-09,70.31403863270286
2020-07-10,70.37720605282212
2020-07-13,70.33331254584024
2020-07-14,70.28722259218917
2020-07-15,70.30523528331092
2020-07-16,70.29547943890383
2020-07-17,70.29794762426584
2020-07-20,70.29852873954334
2020-07-21,70.30943455008062
2020-07-22,70.26195173302565
2020-07-23,70.24548175631827
2020-07-24,70.21500277798586
2020-07-27,70.21457723092114
2020-07-28,70.20431106626513
2020-07-29,70.15140942093348
2020-07-30,70.24267473602451
2020-07-31,70.1702499888253
2020-08-03,70.13421410901312
2020-08-04,70.08684897573718
2020-08-05,70.1379282090251
2020-08-06,70.13106562861645
2020-08-07,70.16204541677106
2020-08-10,70.160063063269
2020-08-11,70.14506527567504
2020-08-12,70.1928100185493
2020-08-13,70.27295039496535
2020-08-14,70.20992562187853
2020-08-17,70.19988151835705
2020-08-18,70.17287696027131
2020-08-19,70.14245660634846
2020-08-20,70.13750423457527
2020-08-21,70.15624634571552
2020-08-24,70.11495046493332
2020-08-25,70.06327517420405
2020-08-26,70.04816291289373
2020-08-27,70.0979883113006
2020-08-28,70.12023132225353
2020-08-31,70.05014737934445
2020-09-01,70.02844506653997
2020-09-02,70.07574629621008
2020-09-03,70.07539450863065
2020-09-04,70.1645654530529
2020-09-07,70.17181802176735
2020-09-08,70.13709028454173
2020-09-09,70.1105052445392
2020-09-10,70.09824261968771
2020-09-11,70.19022618340921
2020-09-14,70.22976831310783
2020-09-15,70.22923168163082
2020-09-16,70.2472308152847
2020-09-17,70.26036553419794
2020-09-18,70.27327743276167
2020-09-21,70.2648080806599
2020-09-22,70.30063229039247
2020-09-23,70.24991173371872
2020-09-24,70.16452398701965
2020-09-25,70.19449290410768
2020-09-28,70.24904691710499
2020-09-29,70.2257780631369
2020-09-30,70.21009647130207
2020-10-01,70.23928509825342
2020-10-02,70.24046204127681
2020-10-05,70.23568739330574
2020-10-06,70.22873388530195
2020-10-07,70.22653649065384
2020-10-08,70.21782910291645
2020-10-09,70.33439888885307
2020-10-12,70.3420957335638
2020-10-13,70.34793326532959
2020-10-14,70.28908865595419
2020-10-15,70.28194244919364
2020-10-16,70.2974814172277
2020-10-19,70.34513700283935
2020-10-20,70.35054194091407
2020-10-21,70.2905151648028
2020-10-22,70.28485934471705
2020-10-23,70.26622861812272
2020-10-26,70.27570166279425
2020-10-27,70.30134129157005
2020-10-28,70.343233903013
2020-10-29,70.34616491559643
2020-10-30,70.29143154369439
2020-11-02,70.31828066415893
2020-11-03,70.29202582841701
2020-11-04,70.24497781575127
2020-11-05,70.20826767425457
2020-11-06,70.15439557230339
2020-11-09,70.18190601756739
2020-11-10,70.19285971349971
2020-11-11,70.19127146220583
2020-11-12,70.19285920326973
2020-11-13,70.21943335023934
2020-11-16,70.18424765314464
2020-11-17,70.13955454906258
2020-11-18,70.11606171855203
2020-11-19,70.10067971415133
2020-11-20,70.0939336440153
2020-11-23,70.10552906305203
2020-11-24,70.08088135345241
2020-11-25,70.10987554031466
2020-11-26,70.0474274234271
2020-11-27,69.98538664693318
2020-11-30,70.01015084767178
2020-12-01,70.03222519853303
2020-12-02,69.98847571606436
2020-12-03,70.0231247240987
2020-12-04,70.02179293451802
2020-12-07,70.0066058756841
2020-12-08,69.93554994383041
2020-12-09,69.94212277020569
2020-12-10,69.92490443686721
2020-12-11,69.84917759041768
2020-12-14,69.81773852610043
2020-12-15,69.82700494386988
2020-12-16,69.80892690467574
2020-12-17,69.8564782692499
2020-12-18,69.85535494624574
2020-12-21,69.80201597349637
2020-12-22,69.82839534206644
2020-12-23,69.86530093097797
2020-12-24,69.86939119736385
2020-12-25,69.84967680660803
2020-12-28,69.83731591200018
2020-12-29,69.7582059495055
2020-12-30,69.77449650525492
2020-12-31,69.74932272588154
2021-01-01,69.7841556366962
2021-01-04,69.77296856345089
2021-01-05,69.80941808523365
2021-01-06,69.83162391251143
2021-01-07,69.84851547327645
2021-01-08,69.85847282969232
2021-01-11,69.82969356785318
2021-01-12,69.79582380413781
2021-01-13,69.77496225834636
2021-01-14,69.74542719511128
2021-01-15,69.76466834170182
2021-01-18,69.69504822214071
2021-01-19,69.65508242648747
2021-01-20,69.63350101921063
2021-01-21,69.65793481586707
2021-01-22,69.6583859237318
2021-01-25,69.61439958989803
2021-01-26,69.56292329227658
2021-01-27,69.61209832098258
2021-01-28,69.60991014350861
2021-01-29,69.62318996324689
2021-02-01,69.64229439243717
2021-02-02,69.66754538164201
2021-02-03,69.71695527717443
2021-02-04,69.7557955306128
2021-02-05,69.85869622809159
2021-02-08,69.87347055047958
2021-02-09,69.92822193575573
2021-02-10,69.94500053146986
2021-02-11,69.95177948631759
2021-02-12,70.06247692199888
2021-02-15,70.09494635039874
2021-02-16,70.09345638029666
2021-02-17,70.15625631969661
2021-02-18,70.12092833445041
2021-02-19,70.14110612035691
2021-02-22,70.1684676368816
2021-02-23,70.10207212162481
2021-02-24,70.08422934648647
2021-02-25,69.98934152536393
2021-02-26,69.95954220781489
2021-03-01,69.9635796794843
2021-03-02,69.92284705818984
2021-03-03,69.92565158453918
2021-03-04,69.95641021940213
2021-03-05,69.99624776679502
2021-03-08,69.96813756840217
2021-03-09,69.98124742720024
2021-03-10,70.05390850704585
2021-03-11,70.10901795649684
2021-03-12,70.10413460097799
2021-03-15,70.15284360847603
2021-03-16,70.16149179552895
2021-03-17,70.1528820172659
2021-03-18,70.19617609445756
2021-03-19,70.1615623811735
2021-03-22,70.1597400561033
2021-03-23,70.14239495669715
2021-03-24,70.1567532143232
2021-03-25,70.08436853556651
2021-03-26,70.05173546964713
2021-03-29,70.07014421522453
2021-03-30,70.08893721215273
2021-03-31,70.06718589997863
2021-04-01,70.10027281196348
2021-04-02,70.09997012009823
2021-04-05,70.07788913093776
2021-04-06,70.07566172883176
2021-04-07,70.09920733490127
2021-04-08,70.11085554294652
2021-04-09,70.12158205418473
2021-04-12,70.10467961487278
2021-04-13,70.08610439918496
2021-04-14,70.13541894891732
2021-04-15,70.18689263942315
2021-04-16,70.2067035572659
2021-04-19,70.21513814134941
2021-04-20,70.21214738448683
2021-04-21,70.21917540273341
2021-04-22,70.29282562731049
2021-04-23,70.25504871217437
2021-04-26,70.29582914888096
2021-04-27,70.23106627607623
2021-04-28,70.20328766639922
2021-04-29,70.23631621205622
2021-04-30,70.2585526933082
2021-05-03,70.2739434350764
2021-05-04,70.2425115843011
2021-05-05,70.23212702304727
2021-05-06,70.24326034063009
2021-05-07,70.18476204523591
2021-05-10,70.1851289751632
2021-05-11,70.22394889439775
2021-05-12,70.2172339316207
2021-05-13,70.24868190236681
2021-05-14,70.24624120832569
2021-05-17,70.20279826502119
2021-05-18,70.15985363585568
2021-05-19,70.17207684353178
2021-05-20,70.15618907113509
2021-05-21,70.19534272478458
2021-05-24,70.17898676117623
2021-05-25,70.17894197229631
2021-05-26,70.15006219070685
2021-05-27,70.09604533398463
2021-05-28,70.02536685805943
2021-05-31,70.0200828095469
2021-06-01,70.00830005936044
2021-06-02,69.95753647476604
2021-06-03,70.03879248135719
2021-06-04,70.00742214100057
2021-06-07,69.95456757813477
2021-06-08,69.95220588944257
2021-06-09,70.0021667973175
2021-06-10,69.99135093508538
2021-06-11,69.96611247120009
2021-06-14,69.95929608491069
2021-06-15,69.9101157890163
2021-06-16,69.96050402313152
2021-06-17,69.99606335034771
2021-06-18,69.97839567858078
2021-06-21,69.9667930476233
2021-06-22,69.90394913792048
2021-06-23,69.88529247768017
2021-06-24,69.89145567736612
2021-06-25,69.9445948297978
2021-06-28,69.94176620612882
2021-06-29,70.0064055030953
2021-06-30,70.01974746356075
2021-07-01,69.9907016874533
2021-07-02,70.04133268445996
2021-07-05,70.02542156790236
2021-07-06,70.04216153088437
2021-07-07,70.04009881730532
2021-07-08,70.0033904583253
2021-07-09,70.03791395904712
2021-07-12,70.06551761565413
2021-07-13,70.06896776910314
2021-07-14,70.0460209814688
2021-07-15,70.0868562943089
2021-07-16,70.03417929136359
2021-07-19,70.04438257311828
2021-07-20,70.00137103790944
2021-07-21,70.04591742617909
2021-07-22,70.08081137337756
2021-07-23,70.05491299623837
2021-07-26,70.03529450981063
2021-07-27,70.02819541032689
2021-07-28,70.09794028501855
2021-07-29,70.0816949391997
2021-07-30,70.09938382168117
2021-08-02,70.22292430947559
2021-08-03,70.21595732698674
2021-08-04,70.15170705425493
2021-08-05,70.1247529867277
2021-08-06,70.11488003490723
2021-08-09,70.05614948451247
2021-08-10,70.08917632264463
2021-08-11,70.08693850536282
2021-08-12,70.09906258076083
2021-08-13,70.12407105798401
2021-08-16,70.1211319115204
2021-08-17,70.08930475785357
2021-08-18,70.10526403388167
2021-08-19,70.12500131340902
2021-08-20,70.12960656810932
2021-08-23,70.24218446623998
2021-08-24,70.22854860306217
2021-08-25,70.307839015068
2021-08-26,70.28630705125532
2021-08-27,70.29576002253646
2021-08-30,70.31541812613403
2021-08-31,70.35923902259387
2021-09-01,70.33928152059539
2021-09-02,70.34286188058594
2021-09-03,70.38300093222105
2021-09-06,70.3894619183072
2021-09-07,70.36443695405114
2021-09-08,70.33534224442478
2021-09-09,70.27372806939084
2021-09-10,70.31122898626084
2021-09-13,70.30057310325314
2021-09-14,70.3419254809091
2021-09-15,70.3706345052591
2021-09-16,70.39025878135733
2021-09-17,70.40384445202587
2021-09-20,70.4162045462693
2021-09-21,70.48824417029685
2021-09-22,70.5269739939917
2021-09-23,70.55843466404497
2021-09-24,70.60609840861227
2021-09-27,70.60354358520729
2021-09-28,70.57743173345347
2021-09-29,70.51519815698687
2021-09-30,70.56989421809641
2021-10-01,70.56058018945178
2021-10-04,70.55382648604366
2021-10-05,70.57651331432444
2021-10-06,70.5511831462335
2021-10-07,70.65624254259498
2021-10-08,70.62827245866842
2021-10-11,70.6491668672218
2021-10-12,70.64328392724146
2021-10-13,70.64513205827406
2021-10-14,70.65641557390745
2021-10-15,70.63689477784497
2021-10-18,70.74888266671846
2021-10-19,70.74176436448863
2021-10-20,70.72399950631402
2021-10-21,70.76110133740656
2021-10-22,70.72484409503546
2021-10-25,70.79783925574775
2021-10-26,70.78284768963903
2021-10-27,70.7700834600169
2021-10-28,70.76612893537842
2021-10-29,70.76361666645265
2021-11-01,70.75045451957072
2021-11-02,70.74334149055917
2021-11-03,70.68803196374724
2021-11-04,70.72268661314664
2021-11-05,70.67672024152509
2021-11-08,70.60808991014996
2021-11-09,70.58848437622038
2021-11-10,70.56893707346187
2021-11-11,70.55845290455208
2021-11-12,70.50372799070195
2021-11-15,70.43899889992122
2021-11-16,70.4199689351487
2021-11-17,70.43289226546622
2021-11-18,70.37552337716792
2021-11-19,70.42351256838168
2021-11-22,70.47299459005538
2021-11-23,70.47034688474783
2021-11-24,70.5227279102084
2021-11-25,70.498005733937
2021-11-26,70.510514237108
2021-11-29,70.47827752596328
2021-11-30,70.46608063912572
2021-12-01,70.47620881953753
2021-12-02,70.4426880523205
2021-12-03,70.5030368372534
2021-12-06,70.46754123637331
2021-12-07,70.4910315428431
2021-12-08,70.49471862714418
2021-12-09,70.48763808370111
2021-12-10,70.52227076382832
2021-12-13,70.52952801974632
2021-12-14,70.5231163020334
2021-12-15,70.56742339561275
2021-12-16,70.54977081585693
2021-12-17,70.57178461991312
2021-12-20,70.55771744472871
2021-12-21,70.53200610194307
2021-12-22,70.50618223784477
2021-12-23,70.49762801380501
2021-12-24,70.55294290336664
2021-12-27,70.60974402007813
2021-12-28,70.62478680393096
2021-12-29,70.57152101352865
2021-12-30,70.56775617094594
2021-12-31,70.58415359434517
2022-01-03,70.58299592505257
2022-01-04,70.6060474927213
2022-01-05,70.5736835220335
2022-01-06,70.6185686428269
2022-01-07,70.66694947092462
2022-01-10,70.63937566083592
2022-01-11,70.60093580715895
2022-01-12,70.60218120127675
2022-01-13,70.57708836424008
2022-01-14,70.50759148707759
2022-01-17,70.48074553527236
2022-01-18,70.49652951212718
2022-01-19,70.55286746589704
2022-01-20,70.54765169634025
2022-01-21,70.53719484805333
2022-01-24,70.53760471541402
2022-01-25,70.53934271638808
2022-01-26,70.51070841863682
2022-01-27,70.53344479961982
2022-01-28,70.5395083934126
2022-01-31,70.5170953040994
2022-02-01,70.52065272573498
2022-02-02,70.53475122562253
2022-02-03,70.52926215754907
2022-02-04,70.46871169248348
2022-02-07,70.4976026583706
2022-02-08,70.45458586810584
2022-02-09,70.45264651208701
2022-02-10,70.45042747143677
2022-02-11,70.4998674107473
2022-02-14,70.45971188530685
2022-02-15,70.48086498504223
2022-02-16,70.49419068632524
2022-02-17,70.55020532300048
2022-02-18,70.52533188337631
2022-02-21,70.56477884529194
2022-02-22,70.6362036752368
2022-02-23,70.64483162379223
2022-02-24,70.66193707254742
2022-02-25,70.64279593275711
2022-02-28,70.6147542997976
2022-03-01,70.66564385426848
2022-03-02,70.62339405456187
2022-03-03,70.5952276570589
2022-03-04,70.55864545518713
2022-03-07,70.58123385531566
2022-03-08,70.5536957706115
2022-03-09,70.57946170409757
2022-03-10,70.60514782218955
2022-03-11,70.56922711205297
2022-03-14,70.55741844376816
2022-03-15,70.56702130427384
2022-03-16,70.59672550264324
2022-03-17,70.5511181135573
2022-03-18,70.43862423381705
2022-03-21,70.51220431392996
2022-03-22,70.476346507685
2022-03-23,70.53712749485736
2022-03-24,70.54392846742753
2022-03-25,70.50922482993701
2022-03-28,70.61005317762333
2022-03-29,70.63238192064523
2022-03-30,70.6969464775662
2022-03-31,70.68914630246003
2022-04-01,70.71779413204854
2022-04-04,70.74680709457441
2022-04-05,70.79118406214208
2022-04-06,70.681359507543
2022-04-07,70.69435357388343
2022-04-08,70.66310787419212
2022-04-11,70.65558791013144
2022-04-12,70.67579861076877
2022-04-13,70.68296548175279
2022-04-14,70.62304106808688
2022-04-15,70.58904010137839
2022-04-18,70.59175890022493
2022-04-19,70.6210810439451
2022-04-20,70.62209155718904
2022-04-21,70.59935387384033
2022-04-22,70.67458892612063
2022-04-25,70.70491212559824
2022-04-26,70.66141204080779
2022-04-27,70.66891074769468
2022-04-28,70.63940847313197
2022-04-29,70.58077281333063
2022-05-02,70.54595786635899
2022-05-03,70.49188602931645
2022-05-04,70.47023345509902
2022-05-05,70.46335910313955
2022-05-06,70.48794486506281
2022-05-09,70.57219447697095
2022-05-10,70.58647083093958
2022-05-11,70.57297177481452
2022-05-12,70.63280004366172
2022-05-13,70.64307139492227
2022-05-16,70.63662221767504
2022-05-17,70.63352466296975
2022-05-18,70.60699068530317
2022-05-19,70.59368815804403
2022-05-20,70.59961531315889
2022-05-23,70.54206430806929
2022-05-24,70.51950932100719
2022-05-25,70.50919123727755
2022-05-26,70.47657978012576
2022-05-27,70.43922216201992
2022-05-30,70.42217009849936
2022-05-31,70.47225184104731
2022-06-01,70.47247308659247
2022-06-02,70.47235310085365
2022-06-03,70.46144261894682
2022-06-06,70.44963140003802
2022-06-07,70.52618284164075
2022-06-08,70.48682090071998
2022-06-09,70.42937132398747
2022-06-10,70.47239954898052
2022-06-13,70.47386193555656
2022-06-14,70.47428494377772
2022-06-15,70.48113457676175
2022-06-16,70.49167158722783
2022-06-17,70.50821076899007
2022-06-20,70.44093853872495
2022-06-21,70.44280361243672
2022-06-22,70.44067398049116
2022-06-23,70.48132690859278
2022-06-24,70.56595210179528
2022-06-27,70.52286298681629
2022-06-28,70.53596701018714
2022-06-29,70.5460608434408
2022-06-30,70.53030476852702
2022-07-01,70.49899541206312
2022-07-04,70.53942666742336
2022-07-05,70.51776363295158
2022-07-06,70.55171829439298
2022-07-07,70.56471339936927
2022-07-08,70.5841998720823
2022-07-11,70.5448137686826
2022-07-12,70.52004107569766
2022-07-13,70.45900679638837
2022-07-14,70.4960968166822
2022-07-15,70.46648364204864
2022-07-18,70.52696938437353
2022-07-19,70.54664659242778
2022-07-20,70.57443413332366
2022-07-21,70.5954964233434
2022-07-22,70.62732526657862
2022-07-25,70.62410933082239
2022-07-26,70.6637667745551
2022-07-27,70.64370163230022
2022-07-28,70.6439145525653
2022-07-29,70.64339009532543
2022-08-01,70.70449137791573
2022-08-02,70.63973676618451
2022-08-03,70.62725295338267
2022-08-04,70.58384354173698
2022-08-05,70.60833733854092
2022-08-08,70.63695886060908
2022-08-09,70.59349745955971
2022-08-10,70.5932667577124
2022-08-11,70.64510486524377
2022-08-12,70.57086403764829
2022-08-15,70.5318545851782
2022-08-16,70.55080146081086
2022-08-17,70.57762603323111
2022-08-18,70.53819103423142
2022-08-19,70.51416316912065
2022-08-22,70.51712981618489
2022-08-23,70.45548689632483
2022-08-24,70.4826230113367
2022-08-25,70.47351590616925
2022-08-26,70.43774458529398
2022-08-29,70.43513812056835
2022-08-30,70.45755925157927
2022-08-31,70.52255065317526
2022-09-01,70.5175773403413
2022-09-02,70.53378694399356
2022-09-05,70.51170589326718
2022-09-06,70.54909317578303
2022-09-07,70.61668608060067
2022-09-08,70.62586433957846
2022-09-09,70.62157589282037
2022-09-12,70.60217989310922
2022-09-13,70.49130166788419
2022-09-14,70.47483462339062
2022-09-15,70.41111560533942
2022-09-16,70.33312355831329
2022-09-19,70.37320483804571
2022-09-20,70.3743350529061
2022-09-21,70.35307677681384
2022-09-22,70.37710658332922
2022-09-23,70.38705547374198
2022-09-26,70.34725809598933
2022-09-27,70.36257192434394
2022-09-28,70.36866393924583
2022-09-29,70.41455904651782
2022-09-30,70.43264921142591
2022-10-03,70.45347804737398
2022-10-04,70.49816227983221
2022-10-05,70.5946120414178
2022-10-06,70.59041265316557
2022-10-07,70.59508305668048
2022-10-10,70.59284557691805
2022-10-11,70.5751445182965
2022-10-12,70.55634416953589
2022-10-13,70.53384943421896
2022-10-14,70.54475153913782
2022-10-17,70.46913664922947
2022-10-18,70.4772293764518
2022-10-19,70.45393523247334
2022-10-20,70.47672354773425
2022-10-21,70.50790838856369
2022-10-24,70.48360722692547
2022-10-25,70.49070807594615
2022-10-26,70.53599013063457
2022-10-27,70.5718779073559
2022-10-28,70.59492068749836
2022-10-31,70.66364468734795
2022-11-01,70.68661885867913
2022-11-02,70.676918986996
2022-11-03,70.70056910467792
2022-11-04,70.65570646222682
2022-11-07,70.70469163653081
2022-11-08,70.63236512798707
2022-11-09,70.61599511572265
2022-11-10,70.6208366333092
2022-11-11,70.60503674245727
2022-11-14,70.50588648174124
2022-11-15,70.51560718419516
2022-11-16,70.52461185327671
2022-11-17,70.51707291686176
2022-11-18,70.55811020212496
2022-11-21,70.50465379861089
2022-11-22,70.56225152417491
2022-11-23,70.64757794489505
2022-11-24,70.68080288679664
2022-11-25,70.6593281214818
2022-11-28,70.72504204823593
2022-11-29,70.75686044323075
2022-11-30,70.72436439688849
2022-12-01,70.79684575253165
2022-12-02,70.83648842016491
2022-12-05,70.84878485082467
2022-12-06,70.85461972995597
2022-12-07,70.9345583649458
2022-12-08,70.98599825953293
2022-12-09,70.94365276881479
2022-12-12,70.9817849108805
2022-12-13,70.934586043616
2022-12-14,70.94604978550775
2022-12-15,70.9433782383546
2022-12-16,70.91266641596535
2022-12-19,70.95305384550609
2022-12-20,70.89999989878412
2022-12-21,70.95961756334815
2022-12-22,71.00066044215428
2022-12-23,71.00032573704553
2022-12-26,71.0012803138931
2022-12-27,70.99728649893825
2022-12-28,71.04271969289226
2022-12-29,71.11526913570485
2022-12-30,71.06885764986646
2023-01-02,71.07091983239945
2023-01-03,71.09239253066336
2023-01-04,71.11492848416988
2023-01-05,71.11789822955755
2023-01-06,71.06784700421665
2023-01-09,71.10747747359936
2023-01-10,71.11060662617363
2023-01-11,71.055735603862
2023-01-12,71.09634887683727
2023-01-13,71.11152244348864
2023-01-16,71.07210732332585
2023-01-17,71.15492326768228
2023-01-18,71.19794868373343
2023-01-19,71.1602639308594
2023-01-20,71.08930006296802
2023-01-23,71.10977589945
2023-01-24,71.12518853750893
2023-01-25,71.16853776873323
2023-01-26,71.12334595280139
2023-01-27,71.17775954236325
2023-01-30,71.17580008284081
2023-01-31,71.16768930861426
2023-02-01,71.19203660513081
2023-02-02,71.17389454203858
2023-02-03,71.17905623518207
2023-02-06,71.18217469108048
2023-02-07,71.18872358128279
2023-02-08,71.18010651914338
2023-02-09,71.14938830179376
2023-02-10,71.14775844748108
2023-02-13,71.1542812557984
2023-02-14,71.17082018752261
2023-02-15,71.21343136239058
2023-02-16,71.26427423722498
2023-02-17,71.21741642978392
2023-02-20,71.20007821659281
2023-02-21,71.18974540230197
2023-02-22,71.18944794843615
2023-02-23,71.17459248278865
2023-02-24,71.19801670846104
2023-02-27,71.19234798463928
2023-02-28,71.22380093137095
2023-03-01,71.2591349968813
2023-03-02,71.28408068086577
2023-03-03,71.28734189203503
2023-03-06,71.25904096019487
2023-03-07,71.24089065080436
2023-03-08,71.26299979084035
2023-03-09,71.22438152372388
2023-03-10,71.20825856928363
2023-03-13,71.17950068800884
2023-03-14,71.13215183489824
2023-03-15,71.15534918856741
2023-03-16,71.21508125105244
2023-03-17,71.20350785152232
2023-03-20,71.16284742664605
2023-03-21,71.17021763554223
2023-03-22,71.23085864052422
2023-03-23,71.30411065334731
2023-03-24,71.37551576542594
2023-03-27,71.39651864706043
2023-03-28,71.36458525591088
2023-03-29,71.39993665436135
2023-03-30,71.47067366750191
2023-03-31,71.43986854419629
2023-04-03,71.4252312751144
2023-04-04,71.43945901039895
2023-04-05,71.42037074524114
2023-04-06,71.45148811404225
2023-04-07,71.42988197187935
2023-04-10,71.44080573610461
2023-04-11,71.47762231603824
2023-04-12,71.54858960497839
2023-04-13,71.42607488005142
2023-04-14,71.38579335108001
2023-04-17,71.37422677514358
2023-04-18,71.36618132802992
2023-04-19,71.29793745042122
2023-04-20,71.29648360547453
2023-04-21,71.30017422948026
2023-04-24,71.26672217268202
2023-04-25,71.29412413122805
2023-04-26,71.35028237337005
2023-04-27,71.32000119073604
2023-04-28,71.2909685229467
2023-05-01,71.29641885519685
2023-05-02,71.33446546202799
2023-05-03,71.24025866662086
2023-05-04,71.33615373020477
2023-05-05,71.35857204120313
2023-05-08,71.31505795970445
2023-05-09,71.30396382922721
2023-05-10,71.24553481698833
2023-05-11,71.23217926452787
2023-05-12,71.2912927165282
2023-05-15,71.2929668955595
2023-05-16,71.29610569868659
2023-05-17,71.30119535664551
2023-05-18,71.3121507141759
2023-05-19,71.4165948213114
2023-05-22,71.47975494577501
2023-05-23,71.46511877596951
2023-05-24,71.51421682784186
2023-05-25,71.54773096179659
2023-05-26,71.49537398272244
2023-05-29,71.48791890016417
2023-05-30,71.53459022665179
2023-05-31,71.55888191565124
2023-06-01,71.52804813059292
2023-06-02,71.497219124533
2023-06-05,71.48878063335818
2023-06-06,71.53714924906555
2023-06-07,71.5335463612332
2023-06-08,71.47885784558113
2023-06-09,71.49663358172423
2023-06-12,71.5048024187491
2023-06-13,71.54542891008452
2023-06-14,71.57929835985216
2023-06-15,71.55156619076415
2023-06-16,71.48901405075593
2023-06-19,71.45752934534764
2023-06-20,71.41262441780411
2023-06-21,71.45657512269862
2023-06-22,71.49283344753113
2023-06-23,71.55980781713859
2023-06-26,71.58201060594145
2023-06-27,71.52357154164724
2023-06-28,71.48566446153355
2023-06-29,71.46141698362818
2023-06-30,71.45242017212794
2023-07-03,71.45062986647851
2023-07-04,71.4513843403475
2023-07-05,71.3489876776954
2023-07-06,71.30749763984478
2023-07-07,71.37536530933409
2023-07-10,71.39761487473301
2023-07-11,71.31266937637129
2023-07-12,71.29012037033539
2023-07-13,71.34409309227341
2023-07-14,71.30151161128317
2023-07-17,71.34513455477813
2023-07-18,71.3153293220889
2023-07-19,71.32269520100536
2023-07-20,71.21194027214679
2023-07-21,71.20281566487816
2023-07-24,71.211083267778
2023-07-25,71.26886227975292
2023-07-26,71.23439992451782
2023-07-27,71.27974401883804
2023-07-28,71.33852684666851
