,S
2020-05-11,1.3156473730633742
2020-05-12,7.512375931138973
2020-05-13,2.4715479114934644
2020-05-14,2.2228320985448535
2020-05-15,3.8428656880476404
2020-05-18,4.70671706924831
2020-05-19,4.828643277135482
2020-05-20,1.7014431198445563
2020-05-21,1.0543919316755357
2020-05-22,4.619645140194937
2020-05-25,6.632978853330707
2020-05-26,7.207781324643598
2020-05-27,2.523878683130478
2020-05-28,3.479310350001135
2020-05-29,1.5891696523103191
2020-06-01,0.8291590848257617
2020-06-02,3.3913370224949526
2020-06-03,7.046935925937891
2020-06-04,0.4987824073442395
2020-06-05,6.110443070716901
2020-06-08,6.495460602279529
2020-06-09,5.004325269251042
2020-06-10,5.13325941556076
2020-06-11,6.532385539108499
2020-06-12,1.8418086973659025
2020-06-15,3.9882670755536083
2020-06-16,4.863064265912422
2020-06-17,6.434446051679203
2020-06-18,1.3050888379958723
2020-06-19,1.4201216007803072
2020-06-22,7.929699544291516
2020-06-23,3.722833682359663
2020-06-24,5.4117635557328425
2020-06-25,6.6952064861608545
2020-06-26,3.9748214371049717
2020-06-29,3.8644927637567963
2020-06-30,-1.6496313186748335
2020-07-01,5.372115169260523
2020-07-02,2.8670446280160595
2020-07-03,1.5220044681542335
2020-07-06,1.361141410969461
2020-07-07,0.8515795708708906
2020-07-08,2.5433356931605315
2020-07-09,1.144297143642135
2020-07-10,5.84447969972995
2020-07-13,1.3863040620183815
2020-07-14,2.765975218488753
2020-07-15,2.9701502879600215
2020-07-16,4.244411082478216
2020-07-17,3.457115340625713
2020-07-20,3.550093777609463
2020-07-21,5.311458555999229
2020-07-22,7.008503058602214
2020-07-23,3.8387380671809845
2020-07-24,1.1078325428500966
2020-07-27,3.6697893561241246
2020-07-28,4.436455642246806
2020-07-29,5.336409754246929
2020-07-30,0.37084436424110745
2020-07-31,5.58817512596388
2020-08-03,3.715434690758445
2020-08-04,3.112254820795949
2020-08-05,2.3737647166982225
2020-08-06,6.35667588374511
2020-08-07,2.2340327590074285
2020-08-10,4.963725050980897
2020-08-11,2.23719056510964
2020-08-12,9.361025985758918
2020-08-13,5.621604270247081
2020-08-14,2.3958093958768685
2020-08-17,5.790620384956275
2020-08-18,3.549731338517661
2020-08-19,2.52616688728558
2020-08-20,4.685580693738165
2020-08-21,3.346670530166082
2020-08-24,3.2801995285781085
2020-08-25,3.7070384113408723
2020-08-26,3.0834532723377595
2020-08-27,-0.05855079401836116
2020-08-28,5.346896924238703
2020-08-31,6.622586824211177
2020-09-01,4.999598956132152
2020-09-02,-2.7466481905649465
2020-09-03,6.5752875708587535
2020-09-04,3.3131098242349077
2020-09-07,3.398525121108743
2020-09-08,3.378960829025263
2020-09-09,0.8351552256232435
2020-09-10,-1.3067935749381858
2020-09-11,1.7683807418792004
2020-09-14,3.051572647538453
2020-09-15,3.8028032908255898
2020-09-16,3.6132664695464163
2020-09-17,6.798199637027627
2020-09-18,1.056259308601105
2020-09-21,7.0410589121982925
2020-09-22,4.431205327812224
2020-09-23,6.056588325202817
2020-09-24,2.2340544174122305
2020-09-25,4.607548728650818
2020-09-28,6.63490754157477
2020-09-29,4.661472750969266
2020-09-30,2.609687125679582
2020-10-01,-0.7212401755563018
2020-10-02,2.4570197856957927
2020-10-05,5.086109565218548
2020-10-06,2.552320851133871
2020-10-07,-0.9870078168358551
2020-10-08,4.530981814732859
2020-10-09,3.456236576869625
2020-10-12,1.927501512322967
2020-10-13,6.03820841007862
2020-10-14,1.3498115986823098
2020-10-15,2.916219890892104
2020-10-16,2.064761935128565
2020-10-19,3.989825510628918
2020-10-20,-0.007724240467175125
2020-10-21,4.202293627787945
2020-10-22,5.539292722952501
2020-10-23,4.283957050703594
2020-10-26,-2.111943035685517
2020-10-27,3.0592010862317878
2020-10-28,1.9028747430663997
2020-10-29,2.820899481637063
2020-10-30,3.223060383707476
2020-11-02,3.976795665701806
2020-11-03,2.4961561005534056
2020-11-04,4.596009589404371
2020-11-05,3.434581899618384
2020-11-06,2.211999712566648
2020-11-09,4.456901904573018
2020-11-10,2.5265112342742597
2020-11-11,1.5560304344336762
2020-11-12,4.518697504009137
2020-11-13,4.655532862195773
2020-11-16,3.5390107582799613
2020-11-17,5.18854789778677
2020-11-18,4.193653074255372
2020-11-19,-1.174005951078711
2020-11-20,1.2255611635954007
2020-11-23,4.309916342955498
2020-11-24,2.6216122054468523
2020-11-25,2.7260864832366036
2020-11-26,6.228523004300534
2020-11-27,2.897460525248644
2020-11-30,3.598316378817413
2020-12-01,3.9427042369939307
2020-12-02,7.293424551191842
2020-12-03,4.671763328497247
2020-12-04,2.409734651975905
2020-12-07,0.5910629123688373
2020-12-08,3.1434037550951532
2020-12-09,6.705896351856749
2020-12-10,4.805923020175941
2020-12-11,3.8868363696588224
2020-12-14,2.528668723282394
2020-12-15,4.840511614586683
2020-12-16,5.7651452738042375
2020-12-17,5.0048359623552034
2020-12-18,1.9120930536260878
2020-12-21,4.721233818804707
2020-12-22,2.729760789535648
2020-12-23,7.584368488510494
2020-12-24,3.913289903961548
2020-12-25,-1.5930283592019805
2020-12-28,0.3303790503801203
2020-12-29,5.233591271540857
2020-12-30,4.809366919578652
2020-12-31,4.968383540762187
2021-01-01,5.427914205866562
2021-01-04,2.34614998260078
2021-01-05,2.3732006936848427
2021-01-06,2.553628186630002
2021-01-07,5.970512660259913
2021-01-08,4.53160992744015
2021-01-11,2.0538150549929908
2021-01-12,6.614249057016693
2021-01-13,0.8004363560962666
2021-01-14,1.273880811003301
2021-01-15,2.3895182218452407
2021-01-18,6.907418348995844
2021-01-19,3.3931039304700885
2021-01-20,3.9798539815604648
2021-01-21,2.657235949264151
2021-01-22,3.9203500682194816
2021-01-25,0.7813228758929256
2021-01-26,2.3609662672267753
2021-01-27,2.0834559862473268
2021-01-28,3.4771620838535235
2021-01-29,3.0977428507755254
2021-02-01,5.234890965150947
2021-02-02,2.310317133978243
2021-02-03,5.783651101355479
2021-02-04,3.9258106081230135
2021-02-05,1.8217724505247639
2021-02-08,2.634090763769964
2021-02-09,2.309007701791142
2021-02-10,4.824578275772845
2021-02-11,6.294442272787673
2021-02-12,6.207602314266346
2021-02-15,4.032513804700578
2021-02-16,3.047443891031502
2021-02-17,2.2525660417039406
2021-02-18,3.39711418360582
2021-02-19,5.797788772813946
2021-02-22,3.5681235945819014
2021-02-23,5.335518465261112
2021-02-24,4.766879284703265
2021-02-25,0.6873450501177225
2021-02-26,4.5869383668877735
2021-03-01,6.941120691287342
2021-03-02,6.4987920931701275
2021-03-03,3.2534145626585875
2021-03-04,6.350863634844165
2021-03-05,3.218199124021746
2021-03-08,4.727301030697539
2021-03-09,5.5471784175758385
2021-03-10,7.314594732635269
2021-03-11,5.806646911619734
2021-03-12,6.352306455228515
2021-03-15,3.405931675594025
2021-03-16,5.012866525823178
2021-03-17,1.3513367187938723
2021-03-18,5.620848795078368
2021-03-19,2.590122544248688
2021-03-22,2.819644126569095
2021-03-23,1.0445641736521876
2021-03-24,3.9338387757365365
2021-03-25,2.180598744561193
2021-03-26,2.232483325293427
2021-03-29,4.727289050554276
2021-03-30,5.521981995656036
2021-03-31,2.6175323483615256
2021-04-01,1.768587033946664
2021-04-02,3.667113736448978
2021-04-05,2.56707722214935
2021-04-06,4.953976672894499
2021-04-07,2.4536889348872
2021-04-08,5.3929786989991
2021-04-09,2.2386363838441796
2021-04-12,2.5887042471179296
2021-04-13,6.350251926307253
2021-04-14,3.132163481584667
2021-04-15,2.3277870153872056
2021-04-16,1.0944904879121924
2021-04-19,1.2409280360937291
2021-04-20,3.8894654963655557
2021-04-21,4.758669361328642
2021-04-22,5.27820658504262
2021-04-23,2.19137893998455
2021-04-26,0.17372804277914744
2021-04-27,-0.8111239119802782
2021-04-28,7.163749731791695
2021-04-29,3.172265320125484
2021-04-30,5.196919714656763
2021-05-03,5.021095733342903
2021-05-04,5.932785716830888
2021-05-05,-1.4237828895373195
2021-05-06,5.011766535335785
2021-05-07,7.540459486360237
2021-05-10,2.5885949815666898
2021-05-11,3.7667406900132763
2021-05-12,1.600328001355838
2021-05-13,0.8450254794622332
2021-05-14,6.60661602133381
2021-05-17,4.076366804940041
2021-05-18,4.137253906319432
2021-05-19,-0.4540156054570037
2021-05-20,4.4349750433560216
2021-05-21,4.554660245134906
2021-05-24,1.4186015968048515
2021-05-25,4.3477023111359685
2021-05-26,4.079007862036513
2021-05-27,6.860099363012257
2021-05-28,1.5846842692308576
2021-05-31,0.957875180801842
2021-06-01,1.5448675120651152
2021-06-02,3.698884439403153
2021-06-03,2.61680938334052
2021-06-04,4.229903150710229
2021-06-07,7.0284520381629125
2021-06-08,3.9890229869743323
2021-06-09,4.941210817447743
2021-06-10,4.343683559116461
2021-06-11,3.2034975344770142
2021-06-14,3.409199602275372
2021-06-15,4.024686683702202
2021-06-16,2.7039729546802804
2021-06-17,5.11479836273228
2021-06-18,0.7831745512070696
2021-06-21,3.64450719625502
2021-06-22,3.779841955729844
2021-06-23,6.673314493607675
2021-06-24,5.426826548999426
2021-06-25,3.653667793066476
2021-06-28,1.505919904159549
2021-06-29,2.286032496190227
2021-06-30,3.5183505200000953
2021-07-01,4.330414830317992
2021-07-02,7.385530369682212
2021-07-05,5.835772625515709
2021-07-06,5.985004482774875
2021-07-07,2.4144023445931833
2021-07-08,4.312939891653005
2021-07-09,2.9405792035023
2021-07-12,3.4326410969024135
2021-07-13,2.8871142216206924
2021-07-14,2.8780642497967435
2021-07-15,3.169823787943555
2021-07-16,1.143190824695726
2021-07-19,3.6220853371211645
2021-07-20,1.9976030794875093
2021-07-21,2.51708724884043
2021-07-22,6.157072684082404
2021-07-23,1.289131391901504
2021-07-26,5.954032926959766
2021-07-27,-0.58498649218906
2021-07-28,4.325223375379339
2021-07-29,2.5304784274200243
2021-07-30,5.049084099859373
2021-08-02,3.6099850930428397
2021-08-03,4.700025342607761
2021-08-04,0.4700896671780068
2021-08-05,4.533073753448812
2021-08-06,4.82927647695524
2021-08-09,3.9970889041765276
2021-08-10,2.328387824774227
2021-08-11,1.1493486185040824
2021-08-12,4.640243618668854
2021-08-13,4.9388974519189635
2021-08-16,2.241072240304611
2021-08-17,-0.2343398119518869
2021-08-18,3.386449240335746
2021-08-19,6.020381841437219
2021-08-20,3.6363706385979864
2021-08-23,2.6698299035817143
2021-08-24,1.1962511990267024
2021-08-25,6.808752277950949
2021-08-26,5.435330982718083
2021-08-27,6.761756323405404
2021-08-30,2.534530462355454
2021-08-31,1.9308364042796378
2021-09-01,0.8373804914365288
2021-09-02,2.04279682366744
2021-09-03,3.7778211505249932
2021-09-06,3.1253405958250395
2021-09-07,-0.31673987970932505
2021-09-08,0.19396552766685193
2021-09-09,6.880979239906927
2021-09-10,1.9433212911846818
2021-09-13,4.976094749691864
2021-09-14,1.5552660368954592
2021-09-15,2.271267698771413
2021-09-16,6.10482430418328
2021-09-17,3.0293140868171964
2021-09-20,3.4695032189598756
2021-09-21,4.705064824071886
2021-09-22,5.231231645579683
2021-09-23,5.751312169187628
2021-09-24,2.833796465295894
2021-09-27,4.376386765223855
2021-09-28,4.487274261514867
2021-09-29,3.1943276934352816
2021-09-30,3.430910782466201
2021-10-01,5.323605704644038
2021-10-04,0.6626718635502935
2021-10-05,5.112333485955521
2021-10-06,1.893898678439939
2021-10-07,4.180909934041562
2021-10-08,5.400088895085646
2021-10-11,2.4929714311816573
2021-10-12,2.373823606849237
2021-10-13,1.1106357031503502
2021-10-14,4.598274204153615
2021-10-15,7.068069712943675
2021-10-18,1.9059569205522926
2021-10-19,2.86434438313204
2021-10-20,2.9888082525931514
2021-10-21,3.178353327788192
2021-10-22,1.8530840729514078
2021-10-25,3.938164056069217
2021-10-26,3.1357493345685334
2021-10-27,3.109938077237517
2021-10-28,1.9391563194125963
2021-10-29,3.2059935456561472
2021-11-01,3.31063487134261
2021-11-02,4.336843392270276
2021-11-03,3.666233816366749
2021-11-04,5.0246295205313665
2021-11-05,7.284598908489725
2021-11-08,3.616237634414133
2021-11-09,4.0738647859970465
2021-11-10,5.755080201401718
2021-11-11,3.6364368024262212
2021-11-12,3.550234403059171
2021-11-15,3.3793822578014354
2021-11-16,5.587604469912109
2021-11-17,2.5163891897400608
2021-11-18,1.5752517813134013
2021-11-19,3.884487041874034
2021-11-22,3.809347985136309
2021-11-23,2.882592061069806
2021-11-24,-0.4571016204329741
2021-11-25,5.660999837309189
2021-11-26,3.1271066418998883
2021-11-29,2.709107369289429
2021-11-30,3.4441809926599327
2021-12-01,-0.41261838132330997
2021-12-02,0.35950810933026967
2021-12-03,1.715754386309707
2021-12-06,2.9540710462217135
2021-12-07,2.9952164425306647
2021-12-08,4.230138771134736
2021-12-09,6.580653054000056
2021-12-10,4.442339916899831
2021-12-13,4.305309907137698
2021-12-14,3.777649247318357
2021-12-15,6.738627546086864
2021-12-16,3.362368593781887
2021-12-17,1.005218339118334
2021-12-20,5.587207226398786
2021-12-21,7.939859127108388
2021-12-22,3.4282207421114124
2021-12-23,7.186303306249972
2021-12-24,1.7798738374125191
2021-12-27,0.4622798605751641
2021-12-28,3.8631162781629333
2021-12-29,7.08194369515479
2021-12-30,4.586667740633273
2021-12-31,2.5483326264579715
2022-01-03,6.001327228437686
2022-01-04,4.014894513306568
2022-01-05,4.056995552275643
2022-01-06,2.0209816688147892
2022-01-07,5.703666557048919
2022-01-10,-1.5213184726270779
2022-01-11,2.5626490805073807
2022-01-12,5.895300835339163
2022-01-13,2.19774398657301
2022-01-14,2.7957649345382896
2022-01-17,2.8524129790659174
2022-01-18,1.8953892010212638
2022-01-19,6.2129384440543065
2022-01-20,4.98024558116113
2022-01-21,3.375990699588092
2022-01-24,5.822539163062423
2022-01-25,3.37008768870677
2022-01-26,6.184679461481721
2022-01-27,2.081195100892229
2022-01-28,5.743031177245934
2022-01-31,-0.4313797897294158
2022-02-01,5.976397360392657
2022-02-02,6.117308090099002
2022-02-03,4.04634839094649
2022-02-04,3.7748556129973876
2022-02-07,5.3253631688857475
2022-02-08,1.3676341681310524
2022-02-09,2.999355043891512
2022-02-10,-0.45479180014516585
2022-02-11,3.3787680526966377
2022-02-14,7.169140019874112
2022-02-15,3.4570789146613787
2022-02-16,4.5442724636033205
2022-02-17,0.7510805810506986
2022-02-18,1.6277684728427302
2022-02-21,3.1543257194985785
2022-02-22,3.4341983341284377
2022-02-23,6.047654017369864
2022-02-24,3.2030025769661874
2022-02-25,2.7710829423136243
2022-02-28,4.562905674996599
2022-03-01,5.233235042913568
2022-03-02,3.493130518918443
2022-03-03,5.7212058811744075
2022-03-04,3.438921648216226
2022-03-07,-0.2711620247656641
2022-03-08,7.190714044357751
2022-03-09,3.9011955601402644
2022-03-10,3.2690097564545164
2022-03-11,5.66709492786827
2022-03-14,3.7838142486460233
2022-03-15,0.7683226161029149
2022-03-16,0.6946763667334128
2022-03-17,6.210640580853511
2022-03-18,6.154462562579802
2022-03-21,2.4154302774840635
2022-03-22,4.522886741324118
2022-03-23,5.620377718141405
2022-03-24,5.408660123235398
2022-03-25,3.439487804295184
2022-03-28,4.370821056220851
2022-03-29,7.399477263303276
2022-03-30,5.598209369589156
2022-03-31,2.8218046912159407
2022-04-01,3.3370824115574154
2022-04-04,5.114704943495635
2022-04-05,3.494773184827193
2022-04-06,1.9673314917450697
2022-04-07,4.5331035654912775
2022-04-08,1.7179805056730584
2022-04-11,5.594991903699258
2022-04-12,1.89679506156543
2022-04-13,1.3717760593844721
2022-04-14,1.1365696109076788
2022-04-15,5.904861782063547
2022-04-18,2.4172018827715753
2022-04-19,-1.2027999351083167
2022-04-20,2.5076611722913595
2022-04-21,5.55595239409091
2022-04-22,-1.237559421316507
2022-04-25,4.3155461888410445
2022-04-26,3.302080597879446
2022-04-27,3.6849522799732104
2022-04-28,1.203050132095775
2022-04-29,3.082218107070437
2022-05-02,2.1615781940864878
2022-05-03,4.826285517612565
2022-05-04,7.348573118891669
2022-05-05,5.055266126187323
2022-05-06,2.9891591161259266
2022-05-09,5.436264090627373
2022-05-10,1.6476532902607375
2022-05-11,0.3815030837813209
2022-05-12,3.3469322186243553
2022-05-13,6.114465964815674
2022-05-16,6.458103639934226
2022-05-17,3.048890325500428
2022-05-18,5.272431908483877
2022-05-19,6.209853964603072
2022-05-20,3.0339020853141934
2022-05-23,0.7466643024475803
2022-05-24,2.287657895177182
2022-05-25,4.6435107909781115
2022-05-26,5.005598911592836
2022-05-27,5.053386994728914
2022-05-30,3.7881747825665406
2022-05-31,4.094989230838081
2022-06-01,5.427320240026207
2022-06-02,0.8197276025089479
2022-06-03,3.351096523142773
2022-06-06,3.8093157179207093
2022-06-07,3.4210873342837123
2022-06-08,2.1825980727122145
2022-06-09,5.478747030762088
2022-06-10,6.0309449276396006
2022-06-13,4.3888949000112145
2022-06-14,3.0099906352757384
2022-06-15,2.740882114732695
2022-06-16,5.6072589676751505
2022-06-17,3.608480813639239
2022-06-20,-1.0568131271398933
2022-06-21,2.5846925196283
2022-06-22,2.259734919125094
2022-06-23,8.006906672181263
2022-06-24,5.300111199345036
2022-06-27,2.942370779256135
2022-06-28,-1.8856187952440049
2022-06-29,3.8671181819145186
2022-06-30,5.88203746369917
2022-07-01,3.696141944032817
2022-07-04,6.793613667659072
2022-07-05,4.6866527395201
2022-07-06,5.216753350930886
2022-07-07,4.92065149429565
2022-07-08,3.791276269496295
2022-07-11,9.01937837477497
2022-07-12,1.3173917566676971
2022-07-13,5.761636531238237
2022-07-14,4.927975420672494
2022-07-15,4.25010084104567
2022-07-18,7.3250134057673595
2022-07-19,2.2133764782209626
2022-07-20,4.360443967917348
2022-07-21,1.1990621525950713
2022-07-22,4.929514452607059
2022-07-25,4.449163510787082
2022-07-26,-2.318599339632577
2022-07-27,2.5864739250105253
2022-07-28,2.8597603936899536
2022-07-29,2.518782612416657
2022-08-01,2.5768379183676133
2022-08-02,4.107790193086164
2022-08-03,4.841530775223827
2022-08-04,6.208042866237557
2022-08-05,1.260852427160411
2022-08-08,2.535798603508698
2022-08-09,4.480788444403105
2022-08-10,2.2410218095425583
2022-08-11,3.2622099426189934
2022-08-12,3.0506467329205416
2022-08-15,1.752572504955649
2022-08-16,6.106873398322119
2022-08-17,3.908008982599152
2022-08-18,2.2776865280159457
2022-08-19,0.454739719583674
2022-08-22,2.8551423123954973
2022-08-23,4.169617984088305
2022-08-24,4.595467916971915
2022-08-25,1.4786570302532245
2022-08-26,4.899998135243911
2022-08-29,2.8261716368892955
2022-08-30,3.1231819495700868
2022-08-31,4.504407561220726
2022-09-01,8.608730634615622
2022-09-02,0.9863493442326488
2022-09-05,4.866758134123712
2022-09-06,5.153184664863311
2022-09-07,1.699699835486566
2022-09-08,1.5511020740832828
2022-09-09,0.9077068811382447
2022-09-12,5.061152117206171
2022-09-13,1.8287810546451069
2022-09-14,3.547801001776564
2022-09-15,7.3724701769995375
2022-09-16,4.456518859297452
2022-09-19,3.993032759089188
2022-09-20,2.2016942464373175
2022-09-21,6.280908973743424
2022-09-22,5.60863917470878
2022-09-23,4.138428955035517
2022-09-26,3.1921079006194417
2022-09-27,3.7423387427399026
2022-09-28,4.571144557876122
2022-09-29,5.164859389153076
2022-09-30,6.670366953104246
2022-10-03,5.899471810737048
2022-10-04,2.345051457059207
2022-10-05,7.584692567130061
2022-10-06,5.43977737346281
2022-10-07,2.9653625831363186
2022-10-10,4.522692850053333
2022-10-11,3.3620093524583567
2022-10-12,4.929611027282155
2022-10-13,4.976375095847974
2022-10-14,4.5452166042177
2022-10-17,4.428894115904968
2022-10-18,5.393951970123112
2022-10-19,2.1088592503168773
2022-10-20,4.499603924023269
2022-10-21,1.4930027405824848
2022-10-24,2.7556651328510364
2022-10-25,2.602980086346397
2022-10-26,1.4149660698336435
2022-10-27,5.662272755358762
2022-10-28,4.011368093571301
2022-10-31,3.4928801097516264
2022-11-01,4.190596524100949
2022-11-02,2.4476836100302477
2022-11-03,3.531243890454319
2022-11-04,3.219233623194021
2022-11-07,1.5454477139410365
2022-11-08,4.264733487819563
2022-11-09,6.444894492999637
2022-11-10,5.187209605054775
2022-11-11,7.812626132358336
2022-11-14,2.4332190161070137
2022-11-15,1.4477645149233673
2022-11-16,3.8443258571868215
2022-11-17,6.40753397205763
2022-11-18,6.257969780738635
2022-11-21,5.7325779907201255
2022-11-22,5.419410404425919
2022-11-23,6.628002504123673
2022-11-24,0.6608546418480974
2022-11-25,4.674174313573465
2022-11-28,4.229777215944829
2022-11-29,2.582017107807295
2022-11-30,2.1380979951106056
2022-12-01,0.9150820633707939
2022-12-02,6.871130931105654
2022-12-05,4.337880968613774
2022-12-06,0.8217544175879623
2022-12-07,1.8272343070738637
2022-12-08,2.3541250415351533
2022-12-09,3.072564632795698
2022-12-12,5.124697006373366
2022-12-13,-0.18342067485688762
2022-12-14,4.240246491410808
2022-12-15,3.8622303082328293
2022-12-16,4.574558457103106
2022-12-19,6.838968837718161
2022-12-20,2.387151510119307
2022-12-21,5.592768564425059
2022-12-22,5.725187616451831
2022-12-23,4.900488389805917
2022-12-26,4.424805858101544
2022-12-27,5.291116223069839
2022-12-28,2.55718832602269
2022-12-29,0.17187131924878019
2022-12-30,1.9702575249367016
2023-01-02,-0.9842378697573766
2023-01-03,3.831676506253862
2023-01-04,-0.33523711527652766
2023-01-05,1.2922503295760648
2023-01-06,4.9135743059702355
2023-01-09,1.8668643916835188
2023-01-10,-0.09948144745438725
2023-01-11,2.2893976212128098
2023-01-12,4.6351590637085005
2023-01-13,4.126418663232273
2023-01-16,3.5469538613165783
2023-01-17,3.540516127454145
2023-01-18,5.28563431115269
2023-01-19,5.635683506496969
2023-01-20,3.727557101878351
2023-01-23,1.146286438244141
2023-01-24,2.2843665309059675
2023-01-25,3.155304389481504
2023-01-26,2.570244645534217
2023-01-27,4.613200896865845
2023-01-30,1.0707342810868932
2023-01-31,0.6792915487281301
2023-02-01,5.86209133561477
2023-02-02,6.744222727126408
2023-02-03,0.6806979363059189
2023-02-06,2.430983252985997
2023-02-07,3.107846587629471
2023-02-08,-1.767660919195249
2023-02-09,2.0909523567153503
2023-02-10,1.3828705235069294
2023-02-13,3.6107813212468596
2023-02-14,2.410878815237953
2023-02-15,3.0702757504815845
2023-02-16,3.5478801685554484
2023-02-17,3.3433019409103206
2023-02-20,1.47254651311362
2023-02-21,6.178173415879671
2023-02-22,2.8197675897367667
2023-02-23,3.240965909896595
2023-02-24,4.953735041532257
2023-02-27,3.6858521529371346
2023-02-28,5.697602278801253
2023-03-01,0.7604606904379398
2023-03-02,4.101783158858512
2023-03-03,4.867229700650755
2023-03-06,9.99456525533158
2023-03-07,2.9551490873053643
2023-03-08,4.2582549985451115
2023-03-09,-2.1733292664833552
2023-03-10,3.7967708909320517
2023-03-13,5.557890373294598
2023-03-14,4.812167234217165
2023-03-15,2.9093997003667997
2023-03-16,-0.024536573701791298
2023-03-17,8.894322812945946
2023-03-20,0.4756589430603251
2023-03-21,5.462503765613103
2023-03-22,3.778933164503321
2023-03-23,0.914559563709159
2023-03-24,0.3589240823640063
2023-03-27,5.199432232037434
2023-03-28,3.4639961914285813
2023-03-29,3.2236783622841774
2023-03-30,3.4072332054847143
2023-03-31,5.399786535114108
2023-04-03,4.3958977948710825
2023-04-04,2.8745134140299635
2023-04-05,2.709137961587859
2023-04-06,2.524960817524191
2023-04-07,6.578429686443622
2023-04-10,2.0628132182294587
2023-04-11,3.0942197416367647
2023-04-12,5.11963301572299
2023-04-13,4.405336959629118
2023-04-14,4.833553172621216
2023-04-17,2.568649286799393
2023-04-18,0.596129563892982
2023-04-19,3.3537267635983525
2023-04-20,4.310647926593172
2023-04-21,4.350206010016284
2023-04-24,4.6379297303841875
2023-04-25,2.8100053905435765
2023-04-26,3.8438209877468763
2023-04-27,2.0605445233614437
2023-04-28,5.555318295349757
2023-05-01,4.452201773273148
2023-05-02,4.0309647035785305
2023-05-03,6.826710442112283
2023-05-04,2.8337351750591857
2023-05-05,1.2194090912272486
2023-05-08,2.1090482334307907
2023-05-09,1.7398925584680116
2023-05-10,6.450073600477481
2023-05-11,1.0559910085622932
2023-05-12,2.8408590211216125
2023-05-15,2.4681302233877753
2023-05-16,5.960278801027146
2023-05-17,-0.03433302840174335
2023-05-18,4.297121436198365
2023-05-19,5.3368421498391
2023-05-22,4.663277674165187
2023-05-23,2.7079891044966145
2023-05-24,4.52895963372648
2023-05-25,4.170445477129876
2023-05-26,3.796744003917073
2023-05-29,5.883323980822473
2023-05-30,3.2827572514184116
2023-05-31,0.5783376653709462
2023-06-01,5.176814039827846
2023-06-02,6.033180017958634
2023-06-05,2.7074742536363674
2023-06-06,3.891690203465529
2023-06-07,4.009321540530718
2023-06-08,4.504066327665223
2023-06-09,3.896987350160731
2023-06-12,2.2429626358631563
2023-06-13,2.2450419114870015
2023-06-14,-0.5780788975140574
2023-06-15,4.057476682366022
2023-06-16,4.117688880333512
2023-06-19,3.7463414267075934
2023-06-20,-0.5883204932898005
